A-levels scores,Education,Current Employment,Current Employment Sector,Current Annual Income,References Submitted,Was Hired by a Company within 6 months
54,arts,unemployed,unemployed,0,1,0
69,business,contractual,law,122515,1,0
86,stem,salaried,accounting,112188,1,1
49,arts,salaried,it,129801,0,0
81,business,self business,engineering,0,1,1
61,arts,self business,health,44469,1,0
76,arts,salaried,law,129781,0,0
77,stem,self business,transportation,0,1,1
54,arts,unemployed,unemployed,60536,0,0
89,law,self business,engineering,136417,1,1
68,stem,unemployed,unemployed,0,1,0
52,law,salaried,health,97695,0,0
58,business,unemployed,unemployed,0,0,0
86,arts,self business,accounting,57266,1,1
63,arts,self business,law,145905,0,0
56,stem,contractual,transportation,124056,0,0
63,business,unemployed,unemployed,0,1,0
77,business,unemployed,unemployed,0,0,0
83,law,contractual,law,0,1,1
71,business,contractual,it,126046,1,0
50,arts,self business,transportation,91316,1,0
64,stem,unemployed,unemployed,0,0,0
85,law,self business,engineering,75986,1,1
42,law,salaried,health,129654,1,0
65,arts,salaried,transportation,66362,1,0
70,arts,contractual,arts,85138,1,1
52,business,self business,health,88633,1,0
56,arts,contractual,transportation,118732,0,0
57,law,unemployed,unemployed,0,0,0
78,business,self business,it,116798,1,0
78,stem,unemployed,unemployed,0,1,0
53,stem,self business,law,95749,1,0
42,arts,contractual,it,116183,1,0
84,arts,self business,accounting,120763,1,1
58,law,unemployed,unemployed,55844,0,0
75,stem,unemployed,unemployed,0,1,0
66,law,contractual,transportation,135554,1,0
40,business,unemployed,unemployed,0,1,0
63,stem,contractual,health,98878,0,0
59,law,contractual,law,54611,0,0
67,law,salaried,transportation,103202,0,0
72,law,self business,engineering,50600,1,0
65,business,unemployed,unemployed,0,1,0
42,business,unemployed,unemployed,110466,0,0
48,law,contractual,accounting,64460,1,0
63,arts,salaried,arts,67854,0,0
69,law,unemployed,unemployed,98176,1,0
72,arts,salaried,health,139799,1,0
45,law,unemployed,unemployed,78453,0,0
57,stem,self business,health,83708,1,0
88,arts,salaried,it,127177,1,1
45,law,unemployed,unemployed,128727,1,0
74,stem,unemployed,unemployed,0,0,0
73,arts,salaried,engineering,145000,1,0
57,stem,salaried,transportation,54398,0,0
84,stem,salaried,arts,108466,1,1
66,business,self business,it,46709,1,0
48,stem,contractual,law,147557,1,0
86,business,salaried,law,133102,1,1
86,stem,contractual,arts,0,1,1
84,business,contractual,it,0,1,1
44,law,salaried,law,117115,1,0
56,business,contractual,law,125640,1,0
59,arts,unemployed,unemployed,0,1,0
55,stem,unemployed,unemployed,99271,0,0
42,stem,contractual,accounting,141486,0,0
82,arts,salaried,law,56547,1,1
56,arts,self business,it,101898,1,0
46,business,unemployed,unemployed,0,0,0
50,law,unemployed,unemployed,0,0,0
51,arts,self business,health,66784,1,0
78,business,self business,it,45528,0,0
49,arts,self business,law,77207,0,0
73,stem,self business,arts,127113,1,0
40,business,salaried,law,44902,1,0
86,business,salaried,health,0,1,1
57,stem,contractual,accounting,106265,1,0
67,business,self business,accounting,122138,1,0
66,stem,unemployed,unemployed,0,1,0
42,law,unemployed,unemployed,111798,1,0
45,business,unemployed,unemployed,0,1,0
89,arts,self business,accounting,65636,1,1
89,arts,self business,accounting,91769,1,1
70,business,salaried,arts,75376,0,0
76,law,self business,it,142352,0,0
42,law,contractual,arts,134786,0,0
72,arts,salaried,law,41173,0,0
46,law,salaried,transportation,45670,0,0
60,arts,contractual,engineering,79717,0,0
86,business,contractual,arts,76765,1,1
52,law,salaried,engineering,72498,1,0
40,business,salaried,it,81771,0,0
86,stem,self business,health,63183,1,1
82,business,contractual,engineering,140559,1,1
87,stem,salaried,health,47328,1,1
41,arts,contractual,transportation,137008,1,0
74,law,unemployed,unemployed,0,1,0
84,stem,salaried,transportation,43095,1,1
78,stem,self business,law,114574,0,0
51,law,contractual,engineering,83496,0,0
78,law,unemployed,unemployed,71838,0,0
54,stem,salaried,it,53021,0,0
85,stem,salaried,engineering,136005,1,1
67,law,unemployed,unemployed,0,1,0
52,business,contractual,health,144385,0,0
52,stem,contractual,health,98938,0,0
40,arts,unemployed,unemployed,0,0,0
79,law,salaried,it,138768,1,0
88,arts,contractual,arts,0,1,1
78,law,unemployed,unemployed,0,1,0
82,stem,self business,accounting,137094,1,1
51,arts,self business,transportation,69345,1,0
63,business,contractual,arts,125398,1,0
87,stem,contractual,accounting,43086,1,1
55,arts,salaried,arts,51715,0,0
51,law,self business,it,111258,0,0
63,stem,self business,accounting,112126,0,0
59,stem,unemployed,unemployed,0,0,0
84,stem,salaried,transportation,0,1,1
74,business,contractual,it,78789,1,1
66,stem,contractual,transportation,78372,0,0
77,stem,unemployed,unemployed,0,1,0
62,business,contractual,transportation,51756,0,0
53,law,contractual,accounting,136730,0,0
80,business,salaried,accounting,49608,1,0
89,law,contractual,accounting,0,1,1
85,stem,contractual,accounting,98340,1,1
78,arts,self business,health,101413,1,1
47,arts,contractual,transportation,52212,0,0
78,stem,self business,arts,115052,0,0
71,law,contractual,health,83778,1,0
73,law,unemployed,unemployed,0,1,0
54,law,unemployed,unemployed,0,1,0
87,stem,salaried,transportation,58994,1,1
72,stem,unemployed,unemployed,58003,0,0
53,stem,contractual,it,111700,0,0
64,law,salaried,transportation,145159,1,0
73,arts,contractual,it,112560,1,1
40,arts,self business,it,43324,1,0
78,business,salaried,health,120349,0,0
88,business,contractual,law,124976,1,1
68,law,self business,it,48835,0,0
82,law,salaried,engineering,109168,1,1
69,arts,unemployed,unemployed,0,0,0
52,law,unemployed,unemployed,0,1,0
81,business,self business,transportation,0,1,1
74,business,salaried,it,78905,1,0
47,arts,contractual,accounting,73994,0,0
76,stem,unemployed,unemployed,0,1,0
75,arts,unemployed,unemployed,0,1,0
65,arts,unemployed,unemployed,0,1,0
68,business,self business,health,95361,1,0
76,business,contractual,law,58458,1,0
49,law,self business,it,82569,0,0
78,arts,salaried,arts,71230,1,0
88,law,self business,it,91707,1,1
43,law,unemployed,unemployed,0,0,0
87,business,contractual,transportation,134409,1,1
85,law,self business,accounting,51293,1,1
71,arts,self business,accounting,126046,1,0
78,business,self business,arts,132856,0,0
40,business,unemployed,unemployed,110627,1,0
81,law,salaried,arts,129705,1,1
44,stem,self business,arts,135192,1,0
51,law,unemployed,unemployed,0,0,0
79,law,contractual,transportation,115560,0,0
72,arts,unemployed,unemployed,0,0,0
71,law,self business,engineering,112702,1,1
70,arts,self business,engineering,55541,1,0
47,business,self business,accounting,64692,1,0
46,law,salaried,accounting,87551,0,0
44,law,self business,arts,45648,0,0
55,arts,contractual,arts,106871,1,0
46,arts,unemployed,unemployed,0,1,0
70,business,unemployed,unemployed,0,1,0
85,business,contractual,engineering,0,1,1
78,law,unemployed,unemployed,0,1,0
81,business,salaried,accounting,134723,1,1
56,law,contractual,it,136241,0,0
64,business,self business,health,144929,1,0
73,law,self business,arts,73786,1,0
73,arts,self business,it,46607,1,1
46,business,salaried,it,91835,0,0
41,arts,unemployed,unemployed,0,1,0
64,arts,salaried,it,61721,0,0
88,law,contractual,it,111866,1,1
55,business,salaried,arts,87247,0,0
72,stem,salaried,accounting,57904,0,0
61,business,unemployed,unemployed,0,1,0
45,arts,unemployed,unemployed,119338,0,0
49,law,self business,engineering,112201,1,0
44,stem,self business,it,66624,0,0
71,law,contractual,law,61706,0,0
86,law,contractual,engineering,81037,1,1
74,business,contractual,law,88639,1,0
72,arts,unemployed,unemployed,0,1,0
89,business,self business,health,66361,1,1
76,stem,unemployed,unemployed,0,1,0
89,arts,contractual,transportation,123745,1,1
70,stem,contractual,it,41226,1,0
54,stem,unemployed,unemployed,0,0,0
64,law,contractual,engineering,139126,0,0
76,arts,contractual,health,127401,1,0
77,law,salaried,law,69586,1,0
63,business,self business,arts,45378,0,0
58,business,salaried,it,123235,1,0
77,stem,salaried,law,0,1,1
71,business,self business,it,119694,1,0
42,stem,self business,it,118458,0,0
40,business,self business,transportation,116528,0,0
80,law,self business,arts,86971,1,0
61,stem,contractual,health,126282,0,0
84,arts,self business,transportation,0,1,1
81,law,contractual,engineering,72837,1,1
74,arts,salaried,engineering,54565,0,0
59,law,unemployed,unemployed,0,1,0
70,law,salaried,it,72505,1,0
84,stem,self business,transportation,62832,1,1
79,arts,self business,it,53314,0,0
45,stem,contractual,health,82116,1,0
40,arts,self business,engineering,145553,0,0
64,arts,self business,accounting,136977,1,0
73,law,unemployed,unemployed,62171,1,0
86,law,salaried,accounting,0,1,1
43,law,salaried,law,97642,1,0
48,business,salaried,accounting,69644,0,0
72,law,unemployed,unemployed,0,0,0
73,business,self business,arts,98373,0,0
81,arts,self business,engineering,115762,1,1
60,stem,unemployed,unemployed,0,0,0
60,arts,unemployed,unemployed,40644,1,0
50,business,salaried,health,69346,1,0
70,business,unemployed,unemployed,0,0,0
66,stem,salaried,engineering,74906,1,0
78,law,contractual,transportation,93531,1,0
51,arts,self business,it,55489,1,0
42,arts,salaried,transportation,77722,0,0
44,business,unemployed,unemployed,0,1,0
48,arts,unemployed,unemployed,0,0,0
82,business,salaried,health,0,1,1
84,business,contractual,it,55493,1,1
85,stem,salaried,engineering,145302,1,1
67,business,unemployed,unemployed,0,1,0
51,stem,self business,accounting,64859,0,0
65,arts,self business,transportation,47421,0,0
49,law,unemployed,unemployed,0,1,0
53,business,salaried,law,66282,1,0
42,law,salaried,health,68309,1,0
69,business,salaried,transportation,83547,1,0
83,law,contractual,it,44162,1,1
68,business,contractual,it,44584,0,0
65,arts,unemployed,unemployed,0,0,0
79,arts,salaried,accounting,87254,0,0
57,law,salaried,transportation,111810,0,0
44,arts,self business,law,74331,1,0
46,arts,unemployed,unemployed,111937,1,0
77,law,unemployed,unemployed,0,1,0
47,stem,unemployed,unemployed,58331,0,0
76,stem,self business,health,0,1,1
62,arts,salaried,engineering,139068,1,0
55,stem,unemployed,unemployed,0,0,0
44,law,self business,engineering,87722,0,0
62,stem,unemployed,unemployed,0,0,0
73,stem,self business,transportation,49988,0,0
71,law,salaried,it,127488,0,0
84,business,contractual,health,77966,1,1
46,law,salaried,transportation,86560,0,0
44,law,salaried,it,142230,1,0
59,business,contractual,accounting,83781,0,0
73,law,self business,it,0,1,1
75,arts,contractual,accounting,140808,0,0
44,business,contractual,health,104030,0,0
83,stem,self business,accounting,0,1,1
63,business,self business,law,106894,1,0
57,stem,unemployed,unemployed,0,1,0
49,business,salaried,it,53936,0,0
84,law,contractual,law,51627,1,1
53,law,salaried,health,65764,1,0
75,arts,self business,engineering,92075,1,1
58,stem,unemployed,unemployed,68556,0,0
66,arts,salaried,it,148215,0,0
63,business,salaried,arts,138328,1,0
43,law,contractual,it,98825,0,0
67,business,salaried,accounting,50776,0,0
87,business,salaried,law,0,1,1
43,law,salaried,engineering,41248,1,0
67,law,unemployed,unemployed,0,0,0
80,business,self business,arts,40820,1,1
59,arts,salaried,health,126706,1,0
69,business,salaried,it,85826,0,0
80,stem,salaried,engineering,61065,1,1
65,arts,contractual,arts,44872,0,0
68,arts,contractual,engineering,68591,1,0
67,law,salaried,it,145097,0,0
57,law,salaried,law,55721,1,0
80,arts,unemployed,unemployed,48706,0,0
53,business,unemployed,unemployed,0,0,0
64,arts,unemployed,unemployed,0,1,0
58,law,unemployed,unemployed,0,1,0
44,arts,salaried,health,118663,0,0
76,arts,unemployed,unemployed,119101,0,0
88,law,contractual,health,0,1,1
58,arts,self business,accounting,41092,0,0
73,law,unemployed,unemployed,0,1,0
50,stem,self business,law,117694,0,0
71,law,self business,health,124847,1,1
75,law,unemployed,unemployed,0,0,0
71,arts,contractual,law,100744,1,1
60,stem,contractual,health,101067,1,0
60,arts,unemployed,unemployed,0,1,0
40,arts,contractual,it,76067,1,0
49,arts,contractual,accounting,92045,1,0
89,law,salaried,transportation,110312,1,1
63,law,salaried,health,71684,0,0
77,law,salaried,transportation,54906,1,0
81,business,salaried,it,126375,1,1
71,stem,self business,arts,118427,0,0
48,business,contractual,engineering,107072,1,0
61,law,unemployed,unemployed,0,1,0
49,arts,self business,it,86839,0,0
63,arts,contractual,engineering,74401,1,0
73,business,salaried,it,50512,1,1
71,law,self business,accounting,139493,0,0
52,stem,self business,it,133530,0,0
77,law,contractual,arts,116423,1,0
54,law,self business,arts,49609,1,0
86,law,self business,health,44762,1,1
72,business,contractual,health,0,1,1
77,law,unemployed,unemployed,0,1,0
58,stem,contractual,it,106761,0,0
45,law,salaried,engineering,132482,1,0
72,stem,contractual,accounting,113823,0,0
81,stem,contractual,arts,64056,1,1
76,arts,contractual,accounting,140690,0,0
54,business,salaried,accounting,73966,1,0
44,arts,self business,transportation,100011,0,0
76,law,contractual,health,94880,1,0
79,stem,self business,it,109204,1,1
73,law,salaried,transportation,52497,0,0
47,law,self business,law,51535,1,0
40,business,unemployed,unemployed,0,0,0
68,law,unemployed,unemployed,0,1,0
47,arts,contractual,arts,126214,0,0
81,law,salaried,transportation,108743,1,1
85,stem,self business,arts,124778,1,1
87,arts,salaried,health,0,1,1
65,arts,unemployed,unemployed,0,0,0
82,business,self business,transportation,0,1,1
52,business,self business,it,105340,1,0
83,arts,contractual,law,96380,1,1
41,law,salaried,it,52283,1,0
81,law,contractual,it,84418,1,1
74,stem,contractual,health,74243,0,0
70,stem,unemployed,unemployed,0,0,0
50,law,salaried,health,56042,0,0
60,arts,salaried,transportation,52944,1,0
52,stem,contractual,health,126075,0,0
71,arts,contractual,law,112239,1,1
52,arts,salaried,engineering,144339,0,0
82,arts,self business,transportation,121250,1,1
61,law,unemployed,unemployed,0,0,0
60,arts,self business,accounting,94576,0,0
68,law,self business,law,91098,1,0
68,business,unemployed,unemployed,41683,0,0
53,business,contractual,law,56306,0,0
67,arts,unemployed,unemployed,0,0,0
72,stem,unemployed,unemployed,0,0,0
67,stem,contractual,law,103785,0,0
68,stem,unemployed,unemployed,140072,1,0
62,business,unemployed,unemployed,0,0,0
86,law,contractual,it,72604,1,1
72,business,unemployed,unemployed,0,0,0
87,law,contractual,engineering,47478,1,1
78,business,contractual,arts,100566,1,1
80,business,unemployed,unemployed,0,1,0
50,stem,contractual,transportation,138210,1,0
65,stem,contractual,accounting,116254,1,0
84,law,self business,law,85402,1,1
82,business,contractual,arts,68094,1,1
85,arts,contractual,health,41721,1,1
80,business,self business,law,145785,1,0
73,arts,unemployed,unemployed,0,0,0
87,arts,contractual,arts,116581,1,1
71,arts,salaried,it,65594,0,0
43,law,self business,health,84738,1,0
44,law,contractual,health,71826,0,0
84,business,self business,it,116407,1,1
85,business,salaried,law,0,1,1
63,arts,salaried,it,88667,1,0
83,business,self business,transportation,0,1,1
84,business,contractual,accounting,45328,1,1
60,arts,unemployed,unemployed,112377,0,0
44,arts,self business,accounting,120864,0,0
45,stem,unemployed,unemployed,72578,0,0
86,law,self business,it,123626,1,1
87,arts,contractual,engineering,82587,1,1
60,business,self business,law,112704,0,0
51,stem,contractual,accounting,51426,0,0
51,stem,contractual,arts,72956,1,0
64,stem,salaried,arts,71709,0,0
56,business,contractual,accounting,106066,1,0
69,law,self business,transportation,73836,1,0
72,arts,contractual,engineering,94822,0,0
51,law,contractual,arts,43298,0,0
59,stem,unemployed,unemployed,0,0,0
87,law,contractual,it,52066,1,1
41,stem,salaried,law,146619,1,0
66,business,unemployed,unemployed,0,1,0
61,arts,contractual,transportation,71625,0,0
60,stem,salaried,transportation,70840,1,0
53,arts,salaried,engineering,130397,1,0
70,stem,salaried,law,139287,0,0
87,stem,self business,health,74593,1,1
69,stem,self business,transportation,53670,1,0
46,law,contractual,arts,85550,1,0
78,law,self business,transportation,115646,1,0
45,stem,contractual,health,72940,1,0
49,business,unemployed,unemployed,140595,0,0
74,stem,salaried,health,55772,0,0
63,arts,unemployed,unemployed,0,0,0
78,business,salaried,accounting,77308,0,0
41,law,salaried,it,100772,1,0
75,arts,unemployed,unemployed,0,0,0
53,arts,unemployed,unemployed,0,1,0
56,arts,salaried,health,109279,1,0
62,stem,salaried,transportation,148655,1,0
77,stem,salaried,law,48372,0,0
52,arts,unemployed,unemployed,45101,1,0
86,business,salaried,law,44541,1,1
40,stem,self business,accounting,73103,0,0
58,stem,contractual,transportation,64706,0,0
64,stem,contractual,law,61964,1,0
67,business,self business,law,77681,1,0
68,law,salaried,health,96704,0,0
71,law,contractual,health,82930,0,0
73,arts,self business,arts,134617,0,0
50,arts,contractual,transportation,115886,0,0
74,law,unemployed,unemployed,142353,1,0
61,arts,salaried,transportation,83777,0,0
56,business,salaried,transportation,110641,1,0
47,law,salaried,accounting,89183,1,0
60,business,contractual,accounting,94930,0,0
60,stem,self business,law,116083,1,0
72,law,salaried,it,109896,0,0
57,arts,unemployed,unemployed,0,1,0
71,stem,contractual,transportation,140741,1,0
68,stem,self business,accounting,53758,0,0
75,business,salaried,accounting,61731,1,0
75,business,self business,health,110296,0,0
67,law,salaried,engineering,66956,0,0
58,arts,unemployed,unemployed,0,0,0
66,arts,unemployed,unemployed,0,0,0
72,law,self business,law,86642,1,0
55,business,salaried,it,100809,0,0
57,arts,salaried,it,47456,0,0
80,arts,salaried,health,44135,1,0
73,stem,unemployed,unemployed,0,1,0
49,arts,unemployed,unemployed,0,0,0
60,arts,unemployed,unemployed,0,0,0
43,business,unemployed,unemployed,0,0,0
40,business,contractual,transportation,100693,1,0
89,arts,salaried,health,121014,1,1
89,business,contractual,arts,132513,1,1
61,stem,contractual,accounting,77336,1,0
49,arts,contractual,accounting,66001,0,0
62,law,salaried,transportation,118711,0,0
55,business,self business,engineering,107556,1,0
62,law,salaried,accounting,69022,0,0
87,stem,self business,transportation,72349,1,1
53,arts,salaried,accounting,46181,1,0
68,law,contractual,engineering,43298,1,0
50,business,contractual,arts,110207,0,0
53,law,contractual,transportation,107193,1,0
60,stem,unemployed,unemployed,0,1,0
61,stem,salaried,it,138045,1,0
44,arts,salaried,health,77248,1,0
71,business,salaried,it,120959,1,1
63,business,unemployed,unemployed,118239,0,0
81,law,salaried,accounting,0,1,1
84,business,contractual,health,129106,1,1
75,stem,self business,law,138243,0,0
67,law,self business,it,102211,0,0
50,stem,salaried,it,112312,1,0
40,stem,unemployed,unemployed,0,1,0
59,business,unemployed,unemployed,0,1,0
67,stem,contractual,law,81293,1,0
81,arts,salaried,arts,0,1,1
54,stem,contractual,engineering,41773,0,0
55,law,contractual,it,62638,1,0
76,business,salaried,accounting,42185,0,0
70,stem,self business,it,121732,0,0
89,business,salaried,engineering,0,1,1
82,arts,contractual,health,68795,1,1
70,arts,salaried,engineering,80740,0,0
43,stem,self business,engineering,103288,0,0
45,business,unemployed,unemployed,0,1,0
81,arts,salaried,it,118983,1,1
64,stem,self business,engineering,82107,1,0
46,business,contractual,health,147363,0,0
84,law,contractual,arts,123545,1,1
71,business,self business,law,134617,0,0
76,law,contractual,health,55745,1,0
58,arts,unemployed,unemployed,0,1,0
75,law,unemployed,unemployed,0,1,0
60,stem,contractual,law,105384,1,0
40,business,salaried,it,76208,0,0
78,law,self business,health,56608,1,1
40,stem,contractual,arts,110074,1,0
83,stem,self business,it,0,1,1
58,stem,unemployed,unemployed,0,0,0
62,arts,unemployed,unemployed,0,1,0
69,arts,contractual,it,95585,1,0
60,stem,self business,engineering,46628,0,0
80,stem,self business,law,99717,1,1
50,arts,self business,arts,45915,0,0
41,stem,salaried,engineering,142665,0,0
87,arts,self business,it,81221,1,1
54,arts,unemployed,unemployed,0,0,0
59,arts,salaried,arts,85214,1,0
80,law,salaried,transportation,143231,1,1
43,business,self business,health,107380,0,0
83,stem,contractual,transportation,82106,1,1
63,law,self business,transportation,82360,0,0
49,stem,contractual,engineering,131552,1,0
43,business,unemployed,unemployed,0,0,0
85,arts,contractual,law,87333,1,1
58,law,self business,engineering,46424,0,0
49,law,salaried,engineering,110641,0,0
74,stem,salaried,accounting,64108,1,0
64,business,contractual,engineering,62709,0,0
84,business,self business,transportation,144046,1,1
85,stem,self business,law,0,1,1
83,business,salaried,transportation,143048,1,1
54,business,unemployed,unemployed,0,1,0
75,stem,salaried,health,149925,0,0
88,law,self business,it,138985,1,1
48,stem,salaried,transportation,61541,0,0
57,law,self business,law,104563,0,0
75,arts,self business,health,83379,1,0
86,stem,self business,accounting,123691,1,1
47,stem,unemployed,unemployed,0,1,0
64,business,unemployed,unemployed,0,0,0
62,law,self business,accounting,147745,0,0
43,law,unemployed,unemployed,0,0,0
71,arts,self business,engineering,149401,0,0
83,business,contractual,health,0,1,1
81,arts,contractual,engineering,118498,1,1
69,business,unemployed,unemployed,0,1,0
71,arts,contractual,it,68095,0,0
87,business,salaried,accounting,90151,1,1
87,law,self business,engineering,131966,1,1
79,arts,unemployed,unemployed,0,0,0
61,law,unemployed,unemployed,0,1,0
65,stem,salaried,transportation,97957,0,0
89,stem,self business,health,92706,1,1
49,law,contractual,arts,104803,0,0
67,arts,contractual,transportation,92931,0,0
87,business,self business,transportation,123941,1,1
87,law,contractual,arts,149197,1,1
41,stem,salaried,transportation,112212,0,0
61,law,contractual,engineering,60514,0,0
65,business,salaried,health,54898,1,0
87,business,contractual,transportation,0,1,1
69,law,contractual,arts,103000,1,0
85,arts,contractual,health,141665,1,1
74,arts,unemployed,unemployed,0,1,0
46,law,salaried,arts,42162,0,0
43,business,salaried,arts,133975,0,0
46,arts,unemployed,unemployed,0,1,0
68,arts,unemployed,unemployed,0,1,0
47,law,self business,it,123307,1,0
77,arts,salaried,law,147412,1,1
44,business,unemployed,unemployed,0,0,0
57,stem,self business,transportation,54131,0,0
53,business,self business,health,58787,0,0
52,law,unemployed,unemployed,0,0,0
43,stem,unemployed,unemployed,0,1,0
73,business,unemployed,unemployed,0,1,0
48,law,unemployed,unemployed,0,0,0
43,law,unemployed,unemployed,66789,1,0
76,arts,contractual,arts,0,1,1
85,business,salaried,health,41779,1,1
77,business,salaried,health,149147,0,0
45,stem,salaried,law,142325,1,0
41,law,salaried,health,139359,0,0
86,law,contractual,law,46235,1,1
54,stem,unemployed,unemployed,0,1,0
57,stem,unemployed,unemployed,0,1,0
46,business,self business,arts,52295,0,0
55,law,salaried,it,128057,1,0
63,business,self business,engineering,111206,0,0
64,arts,salaried,transportation,106041,0,0
72,business,contractual,engineering,54281,1,1
82,arts,contractual,arts,70344,1,1
87,stem,contractual,accounting,46369,1,1
79,stem,unemployed,unemployed,88124,0,0
71,law,contractual,health,137858,1,1
80,arts,contractual,accounting,123047,1,0
53,arts,unemployed,unemployed,74128,1,0
56,arts,self business,it,144167,1,0
72,stem,salaried,accounting,58468,1,0
76,business,unemployed,unemployed,0,1,0
73,business,self business,arts,132222,0,0
86,arts,contractual,health,55829,1,1
76,law,contractual,health,90487,1,1
74,stem,unemployed,unemployed,0,0,0
60,stem,self business,it,124140,0,0
49,stem,unemployed,unemployed,0,1,0
54,arts,self business,law,48890,0,0
45,law,unemployed,unemployed,0,0,0
40,law,contractual,accounting,69858,0,0
70,business,unemployed,unemployed,0,1,0
74,stem,unemployed,unemployed,0,0,0
45,business,contractual,arts,105978,1,0
48,business,contractual,health,99783,0,0
65,arts,unemployed,unemployed,0,1,0
71,arts,self business,arts,133672,0,0
57,arts,contractual,law,104578,0,0
42,stem,self business,engineering,67627,0,0
81,arts,self business,law,0,1,1
81,arts,self business,health,120328,1,1
52,stem,unemployed,unemployed,117896,0,0
81,arts,self business,accounting,65773,1,1
43,law,salaried,health,82892,1,0
60,stem,unemployed,unemployed,0,0,0
70,stem,contractual,engineering,148756,1,0
62,business,unemployed,unemployed,61790,0,0
50,law,self business,it,73388,0,0
48,law,unemployed,unemployed,0,1,0
43,stem,self business,arts,136234,1,0
40,business,unemployed,unemployed,55048,1,0
82,law,salaried,health,95722,1,1
84,law,contractual,arts,62021,1,1
40,business,contractual,accounting,135675,1,0
46,stem,salaried,transportation,107196,1,0
88,arts,contractual,transportation,84366,1,1
51,stem,self business,transportation,136294,0,0
88,arts,contractual,accounting,71528,1,1
63,arts,salaried,health,122033,0,0
86,business,salaried,accounting,0,1,1
43,business,self business,law,43564,1,0
48,stem,unemployed,unemployed,47243,1,0
69,law,salaried,engineering,112566,0,0
63,stem,unemployed,unemployed,113479,0,0
78,arts,unemployed,unemployed,69835,1,0
74,stem,salaried,health,49098,0,0
63,arts,unemployed,unemployed,0,0,0
50,stem,salaried,health,136841,1,0
63,business,self business,law,99773,0,0
83,arts,contractual,it,46265,1,1
56,law,unemployed,unemployed,0,0,0
84,arts,salaried,law,88948,1,1
69,law,contractual,law,113259,0,0
70,stem,self business,engineering,81235,0,0
45,law,unemployed,unemployed,0,1,0
50,law,salaried,accounting,82899,1,0
86,law,salaried,it,63484,1,1
88,business,salaried,arts,0,1,1
55,arts,contractual,it,83276,1,0
46,stem,contractual,law,122962,1,0
53,business,contractual,accounting,77166,1,0
53,law,self business,transportation,47007,1,0
73,stem,salaried,accounting,129753,1,1
42,business,unemployed,unemployed,0,0,0
71,law,unemployed,unemployed,0,1,0
72,stem,salaried,health,118585,1,1
70,business,self business,it,58943,0,0
57,stem,contractual,transportation,91088,1,0
76,business,salaried,law,0,1,1
59,law,self business,arts,120803,1,0
77,business,self business,engineering,145881,0,0
54,arts,self business,health,107786,0,0
85,business,salaried,health,0,1,1
52,arts,self business,transportation,140337,0,0
55,law,unemployed,unemployed,0,1,0
82,arts,salaried,law,107885,1,1
82,stem,salaried,health,0,1,1
49,law,unemployed,unemployed,0,1,0
76,arts,self business,engineering,148058,0,0
83,business,self business,arts,47108,1,1
76,arts,contractual,it,41809,0,0
68,arts,self business,accounting,76365,0,0
82,stem,salaried,arts,115871,1,1
47,stem,contractual,it,125508,1,0
84,stem,self business,law,68144,1,1
67,arts,unemployed,unemployed,0,0,0
42,business,contractual,law,135826,0,0
50,law,unemployed,unemployed,0,1,0
81,stem,contractual,arts,0,1,1
75,stem,contractual,it,69261,0,0
88,business,salaried,accounting,127924,1,1
48,business,unemployed,unemployed,0,0,0
79,business,salaried,transportation,69006,0,0
54,business,unemployed,unemployed,0,0,0
61,stem,contractual,health,129661,1,0
86,business,self business,it,95763,1,1
53,business,self business,transportation,58835,1,0
59,business,self business,health,41480,1,0
49,business,contractual,engineering,53871,1,0
66,business,unemployed,unemployed,0,1,0
51,law,self business,engineering,59579,1,0
76,law,self business,transportation,43940,1,1
66,stem,contractual,law,100329,0,0
49,business,contractual,it,50681,1,0
45,stem,unemployed,unemployed,0,0,0
66,arts,unemployed,unemployed,0,0,0
63,stem,unemployed,unemployed,0,0,0
43,law,self business,law,116015,0,0
89,stem,self business,accounting,61234,1,1
67,arts,salaried,law,133957,0,0
72,arts,salaried,transportation,121054,1,0
76,business,self business,engineering,50913,1,1
89,arts,self business,transportation,140707,1,1
56,business,self business,engineering,84458,1,0
76,arts,self business,arts,72030,0,0
53,stem,self business,transportation,109882,1,0
66,business,contractual,accounting,149291,1,0
73,stem,self business,engineering,118205,1,0
43,arts,contractual,arts,140390,1,0
77,business,salaried,it,120125,1,0
44,stem,contractual,accounting,60657,1,0
64,law,salaried,it,135842,0,0
85,stem,salaried,accounting,75487,1,1
58,stem,salaried,engineering,149041,1,0
81,business,salaried,it,121044,1,1
47,stem,unemployed,unemployed,0,0,0
76,law,unemployed,unemployed,66128,1,0
88,arts,salaried,engineering,140220,1,1
65,business,contractual,law,107411,1,0
45,law,unemployed,unemployed,0,0,0
89,stem,salaried,health,0,1,1
83,law,salaried,health,143546,1,1
57,business,self business,health,103063,1,0
81,business,salaried,arts,0,1,1
77,business,unemployed,unemployed,0,0,0
54,law,salaried,arts,47120,0,0
68,stem,contractual,transportation,57903,0,0
72,arts,unemployed,unemployed,0,0,0
71,arts,unemployed,unemployed,0,1,0
66,stem,contractual,law,40627,0,0
76,stem,unemployed,unemployed,0,0,0
76,law,contractual,transportation,47355,0,0
49,business,unemployed,unemployed,41641,1,0
89,law,self business,law,108629,1,1
51,arts,salaried,it,88018,0,0
73,stem,self business,engineering,71128,1,1
